"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0.0276179845069464,0.0361870188349529,0.0334271809008281,0.0316790741255752,0.0353737413197306,0.0363155147618084,0.0357475089092299,0.0427117174989044,0.0338365727057461,0.0311608572637298,0.037113608988072,0.0361845250755869,0.028964841818101,0.0293906745303967,0.0334483863154587,0.0358660405486491,0.0342609492438639,0.0320325834535149,0.0281825294531287,0.0293065992666937,0.0274254936562265,0.0208969437265495,0.0253880954333914,0.0203416420464455,0.020565491105472,0.0216453958949742,0.0232918669679897,0.0181054696075945,0.0159659289648794,0.0156874595600191,0.0113477209420126,0.0151841529223307,0.0152363683169348,0.0129064638097384,0.0173231069818071,0.0163327509008538,0.0160864810036747,0.0174612586381888
"2",0.0257139033175924,0.0438544071321335,0.0248530340897383,0.0373251610849873,0.0559952939199031,0.0315914975131674,0.0339275158935327,0.021667918074357,0.0106413385319094,0.0383088142909486,0.038244764321342,0.0322772706043047,0.0262725796717297,0.0217078113898927,0.0160213999516346,0.00781591631419729,0.00598486258131876,0.00711449265744046,0.0195290259776568,0.0240534826530801,0.0205567702268646,0.0710805689460793,0.00669127784389003,0.0208424356243958,0.0299463357984349,0.0331123914773025,0.00684046170020513,0.0283541814143012,0.0227232122906046,0.0165288933801946,0.0180633559207162,0.0345005715547652,0.0176176376332676,0.0363860233689106,0.0216879283835087,0.0344327417814898,0.0153186700585817,0.0424160526256205
"3",0.0347040467377167,0.0277780072860795,0.0312371713122341,0.0259394862011681,0.0235589432042554,0.0254593497673083,0.0298965830946175,0.0225322021903268,0.0284049942389911,0.026340351813256,0.0220296213456114,0.0199294855573392,0.036137285555253,0.0324693854678635,0.0267490825741221,0.0342911984753741,0.0309992360754428,0.0278918369337549,0.0266695116313943,0.0247788613063602,0.0282388623087944,0.0214187283024616,0.016817349439174,0.0163483401176785,0.0236424962344141,0.0170068387795308,0.0184989473496768,0.0148417534873562,0.0208437669217845,0.0134220554059549,0.0239196786858091,0.0275795097778705,0.0183516250584877,0.031384295229861,0.03420616278855,0.0394230508395745,0.0395901582359623,0.0366697402685902
"4",4.29593935759006e-05,4.03489062611681e-05,4.96167921900159e-05,5.85374883808464e-05,4.82665121969365e-05,4.66850792081524e-05,5.20139029143134e-05,0.00970956356343524,3.92103872857862e-05,0.00973679763610007,0.0105089658794996,0.0111107526460616,0.0245749134235687,0.031847143537493,0.0488711247628485,0.0423250214551215,0.0499838484883563,0.053733508397481,0.0426839905772406,0.0656758069064195,0.0340021271826298,0.074480536827082,0.0553508421403216,0.0539089189937672,0.0536852124857777,0.0595930766045449,0.0652877399897328,0.0308680313008863,0.0289068448793057,0.0424787924423524,0.0138140006602526,0.00847604691059746,0.0168191685728193,0.0109812811690578,0.00938035290277838,0.016786442765625,0.0125955033293901,0.0114460051074401
"5",0.0301289540368474,0.0288622997715234,0.0276661660389156,0.0285805920869588,0.0326362406430645,0.0304180550700557,0.0296718830478259,0.0226990298410468,0.0224776325159436,0.0328976844110964,0.0372346379261029,0.0328321189597037,0.036614160991976,0.0357184844416792,0.0336924644589333,0.0269506995090029,0.0217075644375137,0.0257435652080706,0.0274093737653956,0.0207132337357202,0.0239597667563477,0.028840584655097,0.0299821325890636,0.0230552161496158,0.0260456309294733,0.0231431180138745,0.0220907224096104,0.0288447962152947,0.0209958323065035,0.0253247116878466,0.0175499574374025,0.017228912081207,0.0193449355841479,0.0269730841271483,0.0286031793171349,0.0214726855241406,0.0189412110596103,0.0129486822591052
"6",0.0302206269362396,0.0402909851864747,0.0299406289402988,0.0284433431262682,0.0262691320887196,0.0248635999887622,0.0234524631746312,0.0213605150606007,0.0221574664368451,0.0247212623781402,0.0242609325177819,0.0257534042896044,0.022504145428284,0.0246933428765169,0.0215861890687498,0.0227241486811466,0.0199456219715668,0.0205813301440539,0.0275589580168388,0.0263257410211616,0.0235188027087744,0.0271211024493889,0.020980811637164,0.0244382809661412,0.0279280310259477,0.0271071948454911,0.0266024234109055,0.0313473769720735,0.0387479072717757,0.0259488691981875,0.0259333232280991,0.0293338224210172,0.024474409036576,0.0258025596940714,0.0233953190567829,0.0308016851728357,0.024817490899103,0.0340467526729801
"7",0.0278095406039733,0.0289653275529399,0.0279086270540824,0.0296706005856954,0.0334037576639683,0.0344775557911389,0.0271096265215185,0.0338530778674489,0.0329593226887434,0.0208279221587081,0.0230643999434784,0.0263383636885736,0.0214845880487155,0.0260186406349511,0.0275673572556309,0.0212600938938674,0.0204352279973433,0.0209919630752294,0.0207960990529648,0.024998354271843,0.0250484299956404,0.0270869065139324,0.0282636402285327,0.0260638804811774,0.0260511387149851,0.0279078653171776,0.0243801182281217,0.0247123983761132,0.0302767722831772,0.0291560131683393,0.0204035788525731,0.0228526598474515,0.0213862938295461,0.0335948907643622,0.0280672235908662,0.028446253758979,0.0257734590919824,0.020588030606228
"8",1.17630583573946e-05,0.0019446787569364,1.35859744157398e-05,0.0116378919222169,0.00166540476989618,0.00704422622844997,0.290585920633469,0.277468382412745,0.409245238120776,1.37192958793252e-05,1.16186428628087e-05,1.51359749555072e-05,1.29710046005017e-05,1.31484451060508e-05,1.4356468801912e-05,1.2675223214456e-05,1.17435958753981e-05,1.12134065190616e-05,1.11087806250353e-05,1.52271456554733e-05,1.00604803450469e-05,1.62302080117463e-05,1.31297355320955e-05,1.67974957232061e-05,1.29591633530599e-05,1.22494993474036e-05,1.56070415776783e-05,1.31860246754548e-05,1.60119334687881e-05,1.5557045626426e-05,1.21191796380002e-05,1.25153356858617e-05,1.32466008487679e-05,1.18225921537177e-05,9.84105479216663e-06,1.15909122069024e-05,1.41799681169761e-05,1.28858675390548e-05
"9",3.67841429921371e-05,3.45489033699896e-05,0.0138568134723564,0.00404147797279886,0.00744615186880019,3.99742753853788e-05,4.45371008089033e-05,0.000736984679148186,3.35740421975265e-05,4.29014739231735e-05,3.63325427329416e-05,4.7331556995871e-05,4.05614996950672e-05,4.1116372138135e-05,0.00481151400165136,3.9636564659624e-05,3.67232820579317e-05,3.5065332186066e-05,3.47381575917036e-05,4.76166559864868e-05,3.14600281948914e-05,5.07533223212228e-05,4.10578656151896e-05,5.25272820910392e-05,4.05244710477658e-05,3.83052877820442e-05,4.8804624752767e-05,4.12338868364848e-05,5.00707581652207e-05,4.86482829100236e-05,3.78977663127341e-05,3.91365819565055e-05,4.14233139865816e-05,3.69703105354984e-05,3.07738647271907e-05,0.00965725275038576,0.0182879135483978,0.939940862156506
"10",2.73148206890493e-06,2.56549976101463e-06,3.1547786619511e-06,3.72198223861126e-06,3.06892396796942e-06,2.96837190024979e-06,3.30719387118887e-06,3.83455448535062e-06,2.49310944291414e-06,3.18573703826102e-06,2.69794756436125e-06,3.51470195337184e-06,3.01197744714759e-06,3.0531806397595e-06,3.33369400318957e-06,2.94329449686776e-06,2.72696271526621e-06,2.60384824316576e-06,2.57955322185472e-06,3.53587256433038e-06,2.33612899232037e-06,3.76879216371593e-06,3.04883611776334e-06,3.90052118899859e-06,3.00922780890914e-06,2.8444377987347e-06,3.624087624396e-06,3.06190693498524e-06,3.71810696076324e-06,3.61247813983728e-06,2.8141764552435e-06,0.475184945772623,0.524704275952855,2.74530632210588e-06,2.28517651508683e-06,2.69150827050878e-06,3.29270904490712e-06,2.99220789830444e-06
