"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"11",2.26228234137208e-05,0.00253753701304401,0.000998204858852635,0.00233428057345736,0.00362996715394056,0.0564554874070592,0.00273521365894215,0.000772454644531576,0.00473358191230441,0.00458399868738055,0.00407431789308112,0.0564554874070592,0.0126978565878446,0.0112020185962852,0.014327161432454,0.0312882864464814,0.0350150414867878,0.0796950425031477,0.0744159373313085,0.0872819313211009,0.0775056458075519,0.0790630633450055,0.0719522235963262,0.0597096079311626,0.0605574568652106,0.0538888453348783,0.0544011374447018,0.0576655899366865
"12",0.00010188508975899,6.64374786161995e-05,7.03830866589089e-05,7.03761897589911e-05,5.78345483975067e-05,0.0421663485050329,7.84991533337169e-05,7.13125793083267e-05,6.35453227175179e-05,7.11359936532997e-05,7.89652269137535e-05,0.0421663485050329,7.34945677101699e-05,7.91654246370791e-05,6.39185853759933e-05,0.000105044302408086,9.21581306574546e-05,0.000107112278702471,8.95943606671771e-05,9.31260737703545e-05,7.14189521454651e-05,7.22960493673801e-05,8.78088339454269e-05,4.51663311491452e-05,5.57730440828606e-05,5.75656805621641e-05,4.9167502035492e-05,0.9137941182036
"13",0.0427859800982863,0.0472846176942292,0.0389571325472108,0.0508108839963478,0.0556596121605279,0.0327768280115324,0.0489334178407517,0.0503147193474596,0.0535826316631054,0.0539904370940224,0.0456543910922826,0.0327768280115324,0.0592538103936338,0.064964495768847,0.131779518546903,0.0637539581621356,0.0453288293284397,0.00866667195105353,0.0346790841416735,0.00409072858699092,0.00255021622254073,0.00139314103771599,0.00620267113062725,0.00216962129095105,0.00806527576299825,0.00288352185391482,0.00569568853504632,0.00499528772924034
"14",3.34614091413921e-05,2.18195975442322e-05,2.31154260638024e-05,2.31131609630845e-05,1.89941971981808e-05,0.0138483996300443,2.57809292131541e-05,0.965177316368114,2.08697469620185e-05,2.33626980546729e-05,2.5933998507086e-05,0.0138483996300443,2.41373080755689e-05,2.59997480485078e-05,2.09923350125565e-05,3.44989673087955e-05,3.02668518320941e-05,3.51781383341614e-05,2.94248507425134e-05,3.05847466349838e-05,2.34556281379538e-05,2.37436870587311e-05,0.00654740623870925,1.48336629979147e-05,1.83171517199632e-05,1.89058948110049e-05,1.61477396345392e-05,1.55402590910148e-05
"15",0.000576986435211162,0.00449755285807383,0.00420330325878185,0.00226953658471333,0.00191633775218921,0.0145896864778522,0.00517495077211245,0.00520675435440623,0.00418913966451546,0.00645465348142909,0.00492576502608669,0.0145896864778522,0.0149401401480376,0.0186185106285565,0.0187145221962804,0.0464875695796798,0.019795809283183,0.0711330650668044,0.187884603144632,0.209072800007168,0.121225756890875,0.103750512802122,0.07753394417593,0.00593943119506385,0.0154399610436974,0.0113449836639363,0.00707559100792504,0.00244844602288621
"16",0.00010379513000604,6.76829823338643e-05,7.1702558708726e-05,7.16955325125937e-05,0.0049730275265893,0.0429568412346978,7.99707773228737e-05,7.26494765611241e-05,6.47366071752273e-05,7.24695804540089e-05,8.04455883864621e-05,0.0429568412346978,0.00668692403478801,8.06495392174292e-05,6.51168673904806e-05,0.000107013568429221,9.388581955742e-05,0.0102810032391704,9.12739865593247e-05,9.48719087043164e-05,0.0032854157045051,0.00260307226395937,0.00228385960077144,4.60130645672588e-05,0.875646790027273,0.00696395802022698,5.00892454226434e-05,4.82048800115869e-05
"17",1.18771828088378e-05,7.74490242634574e-06,8.20485891385667e-06,8.20405491259081e-06,6.74202187590609e-06,0.284921005200098,9.15098368847715e-06,8.31321386689956e-06,7.40775138293442e-06,8.29262851813915e-06,9.20531588885659e-06,0.284921005200098,8.56757763294972e-06,9.22865379790174e-06,7.45126421529205e-06,1.22454658054379e-05,1.07432693805206e-05,1.24865386901049e-05,1.04443996938337e-05,1.08561066693492e-05,8.32561420570847e-06,8.42786119857515e-06,1.0236253169799e-05,5.265233344073e-06,6.50170345773343e-06,0.033741570848472,0.279160349248127,0.117050146647661
"18",0.0318666468828914,0.0276778200159529,0.0244496865977087,0.0261522787692016,0.0290979311754717,0.0541152552802792,0.0291708282042563,0.0149001526560394,0.048025923403804,0.0202796428128892,0.00666044835020257,0.0541152552802792,0.0191714952744605,0.0107871689643101,0.030831633345464,0.0557587161026779,0.0240399967160841,0.0335015571984841,0.0525190414304562,0.0842414677471039,0.00923726862437993,0.0709034267063436,0.0469138360204617,0.0183473130966999,0.0415727486569072,0.0451005270582546,0.0446468895950619,0.0459150440338742
"19",0.0371274429307866,0.0438206149310927,0.0444808004468598,0.0395519440758301,0.0529374929892263,0.0103321909525214,0.0467475098296451,0.0436977239080095,0.0535929468016433,0.0533345231087381,0.0467526800414308,0.0103321909525214,0.0469180093625806,0.0397322582070153,0.0402693663015387,0.0378645711652762,0.0433467140972105,0.0325928344261331,0.0312799958847379,0.0265931949239592,0.0233507290713741,0.0281263275927055,0.0358922764215079,0.0225794589580783,0.0281018130516627,0.0276718080025392,0.0290377544760392,0.0239348270893366
"20",0.00404016918014199,7.38471640599682e-05,7.82328206278447e-05,7.82251545256635e-05,0.00614363896978135,0.0468691064248441,8.72540616463148e-05,7.92659783816273e-05,0.00452373226483951,0.00979988863415723,0.00230124761535619,0.0468691064248441,0.00368691421269565,0.0189502362241273,0.0130608930580037,0.000116759756617305,0.00365445464162133,0.0282671766013839,0.00920348751095908,0.0200079527351928,0.0130920316194587,0.0279451697387792,0.0536324166196931,0.0521168442079009,0.0575160269097158,0.22234075858854,0.305673829919455,0.0497913329626504
"21",0.000161101059710894,0.000105051173188422,0.000111289982403666,0.000111279077001432,0.38566031658538,0.0666735775015624,0.0725272336510449,0.398222346523059,0.000100478086181983,0.000112480481572357,0.000124860092543565,0.0666735775015624,0.000116209867107249,0.00012517664588278,0.000101068290401002,0.000166096417783654,0.000145720758012886,0.000169366309121734,0.000141666915951543,0.00768182511901421,0.000112927896528263,0.000114314765718389,0.00013884363486403,7.14171605344089e-05,8.81885320639708e-05,9.10230551249541e-05,7.7743825912038e-05,7.48190907670837e-05
"22",2.3832586435433e-05,1.55408112749205e-05,1.64637534339808e-05,1.6462140136453e-05,1.35284453976367e-05,0.126704827370756,1.83622339771167e-05,1.66811769447295e-05,1.48642887768482e-05,1.66398706761024e-05,1.84712561991884e-05,0.126704827370756,1.71915796671598e-05,1.85180857162121e-05,1.49516010086211e-05,2.45715778688763e-05,2.15572918453253e-05,2.50553112973783e-05,2.09575841742775e-05,2.17837095474379e-05,1.67060592885689e-05,1.69112266531265e-05,2.05399203136523e-05,0.130921935164384,0.0947491877192524,0.19318300997788,0.0468785335852662,0.280468088301073
"23",0.053478041801861,0.0761952532924879,0.0712782020034602,0.0605902280956006,0.076752132500855,0.0196723634201435,0.082369566295132,0.0604300619823636,0.0657312297350688,0.0503516793571334,0.0658448433730633,0.0196723634201435,0.0384766668885381,0.0317906797822226,0.041345342379641,0.034353993918409,0.0606109774151776,0.0161612486113272,0.0245662763316557,0.00496501653582989,0.00487227049124452,0.00679349047853799,0.0114638868827776,0.00424417438154866,0.00652567848192745,2.685679525728e-05,0.00628581313776053,0.00515166221083218
"24",0.0390547634786198,0.0329713940505862,0.0386323163136069,0.0497358651336424,0.0408725068665147,0.015038089037508,0.052743531971493,0.0471976391572771,0.0690965415250725,0.046035091902444,0.054584005774405,0.015038089037508,0.053361175244639,0.0593772125570398,0.0491777696792386,0.0410784510072314,0.0388198935804519,0.0195953333728674,0.0400967033302621,0.024241523873993,0.0215194588633275,0.0187633549951147,0.0244199001010436,0.0223800686382055,0.03018156571368,0.0179242645033072,0.0212434428057625,0.0168200474851581
"25",0.00497742185321613,0.00929454863139497,0.00697187848815885,0.00625260136421307,0.0091244408482977,0.0148514032411013,0.00497045057472147,0.00639647487560722,0.0102417001538676,0.00813598673689618,0.0117862735971154,0.0148514032411013,0.0147844391902644,0.00918905428256567,0.0165021003724907,0.0161257202091173,0.0167352796146925,0.0591885109030122,0.0453916762442011,0.0513014792805997,0.0666899663581969,0.0576048416423196,0.173820804557778,0.0784937602185732,0.0871982781949684,0.0662445012578016,0.0731892473107124,0.0596857567570154
"26",0.0610155025804098,0.0446913967544844,0.268154889644421,0.187606036290075,0.0295120844088856,0.0397587234300901,0.191876039132491,0.0442859077185882,0.0347715882890441,0.0257974244710163,0.0251392746221474,0.0397587234300901,0.00657953368657307,7.46452167418667e-05,6.02689454531116e-05,9.90464556553043e-05,8.68960618728108e-05,0.000100996354104268,8.44786786846592e-05,8.78087371194534e-05,6.7341054340512e-05,6.8168070838354e-05,8.2795102429565e-05,4.25874122891241e-05,5.25885003839022e-05,5.42787804417738e-05,4.63601232851403e-05,4.46160480443633e-05
"27",0.0298745548961221,0.0428012681312595,0.0338224321058082,0.0362510336022695,0.0383108264419264,0.0169489063025947,0.0422911999564302,0.0455528768554079,0.0526686054228845,0.0557255850812183,0.054893335559469,0.0169489063025947,0.0685339135487364,0.079653229651533,0.0575117639068394,0.0603177540190994,0.0545106584888499,0.0232252943134418,0.0258633195972445,0.0188376749200055,0.0126282383710391,0.0224476411527562,0.0264657956667849,0.0241278711031206,0.0168101308500345,0.00787538816813195,0.0204528286643041,0.0146489669200936
"28",3.82633194256516e-05,2.49508389514103e-05,2.6432626534105e-05,2.6430036378026e-05,2.17199769309409e-05,0.0158357269515882,0.452554022297545,0.0234847111916258,0.38620916282127,0.0898090897600774,0.0107145025006383,0.0158357269515882,0.00499990496967405,2.97308657971578e-05,2.40048593495165e-05,3.94497733318304e-05,3.46103242325109e-05,4.02264094196417e-05,3.36474910024089e-05,3.49738388213714e-05,2.68216496196995e-05,2.7151046700753e-05,3.29769298883246e-05,1.69623814449456e-05,2.09457714188758e-05,2.16190026285054e-05,1.84650358575103e-05,1.77703782600516e-05
"29",0.971605256315469,2.18972303194362e-05,2.31976693165351e-05,2.31953961567293e-05,1.9061777374134e-05,0.0138976713772998,2.58726561608257e-05,2.35040222222813e-05,2.09440002277436e-05,2.34458210858178e-05,2.60262700658148e-05,0.0138976713772998,2.42231871211408e-05,2.60922535400284e-05,2.10670244389648e-05,3.46217124954757e-05,3.03745394143078e-05,3.53032999692399e-05,2.95295425370561e-05,3.06935652671961e-05,2.35390818085731e-05,2.38281656251303e-05,2.89410480504797e-05,1.48864402511447e-05,1.83823230100831e-05,1.89731608125394e-05,1.62051922909669e-05,1.55955503693337e-05
"30",0.0554547427945001,0.822669773754914,0.0385899105676276,5.14579696248458e-05,4.2287717549036e-05,0.0308313747588962,0.0204505170880407,5.21426430229332e-05,4.64633464442611e-05,5.20135263528822e-05,5.77381393033978e-05,0.0308313747588962,5.37380788271211e-05,5.78845207486157e-05,4.67362702642021e-05,7.68067515602866e-05,6.73845842506415e-05,7.83188234940725e-05,6.55099957181196e-05,6.80923291210693e-05,5.22204211783168e-05,5.28617409536258e-05,6.42044464957644e-05,3.3024915163747e-05,4.07803778256461e-05,4.20911255915638e-05,3.59505087578097e-05,3.45980448777594e-05
"31",0.0363761768189317,0.0373290030148894,0.0537340044872648,0.0365674015936355,0.0377604383402259,0.0196648985551767,0.0361939736014188,0.0435460949546308,0.0359794747891218,0.0398918458068599,0.0458228085525842,0.0196648985551767,0.0467901519080701,0.0630128324057473,0.0702736053501136,0.0354548983323819,0.0315050334211545,0.0232672749985489,0.0262590437069873,0.0265876468501249,0.0185325622420316,0.0242448936411993,0.0271632145770291,0.018524376212579,0.0307325534884767,0.0458826013079659,0.0385494076469421,0.0306888848407317
"32",1.82201621130635e-05,1.1881047890656e-05,1.25866429717697e-05,1.25854095956704e-05,1.03425815301439e-05,0.0075406294217829,1.40380432785784e-05,1.27528646122016e-05,1.13638421890672e-05,1.27212857102343e-05,1.41213914525357e-05,0.0075406294217829,1.31430707012815e-05,1.41571929126147e-05,0.284252929046832,0.361064204731477,0.339304859331101,1.91549429546089e-05,1.60222048155795e-05,1.66537828553981e-05,1.27718873204475e-05,1.29287390600888e-05,1.57028981691954e-05,8.0771178347725e-06,9.97392167129234e-06,1.02944997592144e-05,8.79264924730555e-06,8.46186837861064e-06
"33",4.47242814410916e-05,0.0950094950841771,3.08959140525076e-05,0.0224588040755435,0.576555985144201,0.144096848171285,0.00985405331163436,3.1303931466521e-05,2.78943553390009e-05,3.1226416036613e-05,3.46631979311649e-05,0.144096848171285,3.2261754280596e-05,3.47510783005404e-05,2.80582056553582e-05,4.61110743072967e-05,4.04544588649705e-05,4.70188494687297e-05,0.00724415906229155,4.08793547972675e-05,3.1350625724897e-05,3.17356432293908e-05,3.85452573254747e-05,1.98265684483796e-05,2.44825746955596e-05,2.52694845232055e-05,2.15829539336177e-05,2.07709997602664e-05
"34",0.030511827072517,0.0478565414242088,0.0351012176816757,0.0371009229166267,0.0428354740236552,0.0256100385850897,0.0434579425610272,0.046583672695438,0.0490030993570006,0.0476253335046059,0.0425921567439108,0.0256100385850897,0.379874714538374,0.0486553320429809,0.0440928286367712,0.0194982585854589,0.0268493995814538,6.50554218651337e-05,0.000418724229680261,0.00327524805371558,4.33768202606807e-05,0.00313059534736636,5.33313342317442e-05,2.74320998731603e-05,3.38741641524753e-05,3.49629349621774e-05,2.986224012523e-05,2.87388178833128e-05
"35",3.55704963734422e-05,2.31948963068921e-05,2.45724014639883e-05,0.969911536465793,2.01914097430695e-05,0.0147212703068481,2.74059124409702e-05,2.48969093482476e-05,2.21851762276457e-05,2.48352591164365e-05,2.75686297593497e-05,0.0147212703068481,2.56586931452512e-05,2.76385235230827e-05,2.2315491056548e-05,3.66734522852781e-05,3.21745847217547e-05,3.73954317569927e-05,3.12795119357638e-05,3.25125165729073e-05,2.49340466234526e-05,2.52402620238128e-05,3.06561422952116e-05,1.57686352550973e-05,1.94716897926684e-05,2.00975416178648e-05,1.71655387160354e-05,1.65197684085428e-05
